^,F::del_quantifier_other	-1.9073282109104757E-6
^,T::angle_nn	-1.2930948096502881
*,F::del_quantifier_other	-1.9073282109104757E-6
-,F::wordnet_adjective_pertainym	-1.9073282109104757E-6
v,T::freebase_down	-2.3842015001206953E-7
^,T::add_universal	-1.999978585742631
*,F::add_?	-1.9073282109104757E-6
-,T::wordnet_adjective_pertainym	-1.9073282109104757E-6
*,T::wordnet_noun_antonym	-1.9073282109104757E-6
*,F::sense_remove	-1.9073282109104757E-6
-,T::add_?	-1.5254513781733651E-5
*,T::del_existential	-1.9073282109104757E-6
^,F::del_universal	-1.9073282109104757E-6
v,T::del_existential	-1.9073282109104757E-6
-,F::add_quantifier_other	-1.9073282109104757E-6
v,T::wordnet_adverb_antonym	-1.9073282109104757E-6
-,T::del_?	-3.8146564218209514E-6
-,F::wordnet_verb_antonym	-1.9073282109104757E-6
^,F::wordnet_noun_synonym	-7.152492790983623E-7
*,F::quantifier_negate	-1.9073282109104757E-6
*,F::add_existential	-1.9073282109104757E-6
*,F::wordnet_adjective_pertainym	-1.9073282109104757E-6
^,T::sense_remove	-1.9073282109104757E-6
^,T::del_?	-0.3615798300513469
v,F::add_noun	-1.9073282109104757E-6
*,T::del_adj	-1.9073282109104757E-6
^,T::del_negation	-1.9073282109104757E-6
v,T::morph_fudge_number	-1.9073282109104757E-6
^,F::del_existential	-1.9997567456528695
*,T::wordnet_up	-1.9073282109104757E-6
-,T::add_negation	-1.9073282109104757E-6
^,F::sense_add	-1.9073282109104757E-6
-,F::wordnet_adverb_pertainym	-1.9073282109104757E-6
v,T::add_adj	-0.5256453242369078
-,T::wordnet_noun_antonym	-1.9073282109104757E-6
*,F::quantifier_down	-1.9073282109104757E-6
^,F::freebase_down	-2.3842015001206953E-7
-,F::add_verb	-1.9073282109104757E-6
v,F::quantifier_negate	-1.9073282109104757E-6
^,T::quantifier_negate	-1.9073282109104757E-6
^,F::del_verb	-1.9073282109104757E-6
*,F::del_universal	-1.9073282109104757E-6
^,F::quantifier_reword	-1.9073282109104757E-6
-,F::wordnet_noun_antonym	-1.9073282109104757E-6
v,F::del_existential	-4.7683401637444116E-7
*,T::add_?	-1.9073282109104757E-6
*,T::quantifier_up	-1.9073282109104757E-6
-,T::wordnet_adverb_antonym	-1.9073282109104757E-6
^,F::wordnet_adjective_related	-0.7500169698133508
^,T::del_adj	-0.47361541884441954
