nmod:depending_on	reverse_entailment
nmod:near_to	reverse_entailment
nmod:pursuant_to	reverse_entailment
nmod:alongside_of	reverse_entailment
nmod:based_on	reverse_entailment
nmod:except_for	reverse_entailment
nmod:off_of	reverse_entailment
nmod:regardless_of	reverse_entailment
nmod:apart_from	reverse_entailment
nmod:because_of	reverse_entailment
nmod:exclusive_of	reverse_entailment
nmod:out_of	reverse_entailment
nmod:subsequent_to	reverse_entailment
nmod:as_for	reverse_entailment
nmod:close_by	reverse_entailment
nmod:contrary_to	reverse_entailment
nmod:outside_of	reverse_entailment
nmod:such_as	reverse_entailment
nmod:as_from	reverse_entailment
nmod:close_to	reverse_entailment
nmod:followed_by	reverse_entailment
nmod:owing_to	reverse_entailment
nmod:thanks_to	reverse_entailment
nmod:as_of	reverse_entailment
nmod:contrary_to	reverse_entailment
nmod:inside_of	reverse_entailment
nmod:preliminary_to	reverse_entailment
nmod:together_with	reverse_entailment
nmod:by_means_of	reverse_entailment
nmod:in_case_of	reverse_entailment
nmod:in_place_of	reverse_entailment
nmod:on_behalf_of	reverse_entailment
nmod:with_respect_to	reverse_entailment
nmod:in_accordance_with	reverse_entailment
nmod:in_front_of	reverse_entailment
nmod:in_spite_of	reverse_entailment
nmod:on_top_of	reverse_entailment
nmod:in_addition_to	reverse_entailment
nmod:in_lieu_of	reverse_entailment
nmod:on_account_of	reverse_entailment
nmod:with_regard_to	reverse_entailment
nmod:dep	reverse_entailment
op	independence
